# timestep mean_visual_torque mean_align_torque std_visual_torque std_align_torque
2290000.000000 0.064513 0.455444 0.065954 0.343877
2295000.000000 0.067663 0.414408 0.077696 0.323612
2300000.000000 0.060407 0.448880 0.063824 0.327111
2305000.000000 0.061440 0.438544 0.066291 0.316607
2310000.000000 0.060734 0.446644 0.059170 0.341328
2315000.000000 0.065303 0.454400 0.066612 0.355447
2320000.000000 0.061323 0.449327 0.064930 0.353133
2325000.000000 0.058657 0.453157 0.063575 0.360145
2330000.000000 0.057228 0.461302 0.063614 0.361190
2335000.000000 0.059833 0.451319 0.063077 0.330707
2340000.000000 0.060259 0.451223 0.059803 0.334433
2345000.000000 0.057758 0.436749 0.064266 0.329451
2350000.000000 0.061476 0.456879 0.062896 0.342380
2355000.000000 0.059142 0.456671 0.064747 0.331903
2360000.000000 0.063553 0.429793 0.064227 0.326912
2365000.000000 0.066544 0.426940 0.067560 0.325352
2370000.000000 0.066300 0.447316 0.072455 0.325574
2375000.000000 0.064729 0.442872 0.071947 0.320039
2380000.000000 0.064228 0.465140 0.066315 0.333792
2385000.000000 0.062366 0.451723 0.066606 0.350493
2390000.000000 0.066107 0.446858 0.070605 0.329188
2395000.000000 0.065652 0.450158 0.066895 0.317070
2400000.000000 0.061141 0.440847 0.061056 0.329483
2405000.000000 0.059325 0.447444 0.062231 0.333265
2410000.000000 0.059472 0.445214 0.059947 0.341841
2415000.000000 0.055895 0.427672 0.055685 0.331765
2420000.000000 0.064341 0.458067 0.065336 0.336254
2425000.000000 0.060693 0.442303 0.061765 0.338400
2430000.000000 0.060936 0.438932 0.061701 0.328242
2435000.000000 0.064905 0.452599 0.065491 0.334356
2440000.000000 0.060350 0.467109 0.057421 0.334999
2445000.000000 0.065604 0.439214 0.061006 0.315015
2450000.000000 0.059962 0.457008 0.063442 0.317714
2455000.000000 0.062199 0.446924 0.066421 0.341537
2460000.000000 0.057582 0.433975 0.062161 0.333599
2465000.000000 0.058715 0.442347 0.066630 0.323704
2470000.000000 0.055157 0.465196 0.058481 0.322060
2475000.000000 0.064366 0.438109 0.065645 0.326787
2480000.000000 0.059593 0.448624 0.064930 0.334837
2485000.000000 0.061477 0.433924 0.067640 0.333760
2490000.000000 0.061458 0.431786 0.062983 0.321917
2495000.000000 0.058046 0.443221 0.065121 0.338233
2500000.000000 0.056220 0.451854 0.059347 0.331371
2505000.000000 0.060086 0.445377 0.062879 0.335521
2510000.000000 0.058818 0.474772 0.060577 0.342264
2515000.000000 0.057985 0.413750 0.059642 0.320104
2520000.000000 0.058603 0.459508 0.064658 0.346829
2525000.000000 0.059574 0.448379 0.057442 0.337212
2530000.000000 0.060165 0.461929 0.062106 0.346186
2535000.000000 0.061886 0.446467 0.061957 0.346477
2540000.000000 0.061535 0.455092 0.060094 0.338282
2545000.000000 0.060367 0.465591 0.063119 0.340627
2550000.000000 0.060252 0.435794 0.061352 0.335130
2555000.000000 0.060992 0.437558 0.062279 0.353532
2560000.000000 0.055583 0.446616 0.058177 0.321054
2565000.000000 0.060208 0.435337 0.059239 0.339555
2570000.000000 0.059136 0.426344 0.058013 0.335795
2575000.000000 0.055988 0.423628 0.056504 0.342788
2580000.000000 0.057009 0.439916 0.058985 0.319464
2585000.000000 0.057549 0.402848 0.056397 0.297470
2590000.000000 0.061925 0.431884 0.057251 0.318067
